,territoryName,null_votes,blank_votes,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
LOCAL-170117,Vila Verde,6,4,173.0,70.0,49.0,4.0,10.0,11.0,0.0,1.0,1.0,1.0,0.0,,0.0,2.0,,,,,,
LOCAL-170217,Alturas do Barroso e Cerdedo,4,2,194.0,52.0,26.0,2.0,1.0,11.0,2.0,0.0,3.0,1.0,0.0,,0.0,0.0,,,,,,
LOCAL-170218,Ardãos e Bobadela,9,2,165.0,64.0,62.0,4.0,3.0,12.0,1.0,3.0,3.0,0.0,0.0,,0.0,3.0,,,,,,
LOCAL-170203,Beça,27,5,484.0,99.0,51.0,6.0,3.0,10.0,4.0,0.0,5.0,1.0,0.0,,0.0,1.0,,,,,,
LOCAL-170219,Boticas e Granja,18,10,501.0,226.0,143.0,17.0,9.0,21.0,8.0,7.0,5.0,2.0,0.0,,4.0,2.0,,,,,,
LOCAL-170220,"Codessoso, Curros e Fiães do Tâmega",7,2,155.0,23.0,21.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170208,Covas do Barroso,1,2,93.0,25.0,11.0,2.0,3.0,6.0,1.0,1.0,12.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170210,Dornelas,3,3,49.0,70.0,14.0,2.0,1.0,3.0,2.0,3.0,8.0,0.0,0.0,,2.0,0.0,,,,,,
LOCAL-170213,Pinho,3,2,114.0,58.0,48.0,2.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170215,Sapiãos,4,1,140.0,66.0,32.0,2.0,0.0,13.0,3.0,1.0,3.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170221,Vilar e Viveiro,2,1,222.0,45.0,22.0,2.0,1.0,8.0,0.0,3.0,3.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170301,Águas Frias,6,8,141.0,112.0,82.0,8.0,3.0,13.0,1.0,4.0,5.0,1.0,0.0,,1.0,1.0,,,,,,
LOCAL-170302,Anelhe,4,3,115.0,51.0,61.0,7.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,,1.0,3.0,,,,,,
LOCAL-170305,Bustelo,5,13,121.0,71.0,68.0,5.0,4.0,6.0,6.0,3.0,1.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170356,Calvão e Soutelinho da Raia,5,4,73.0,91.0,36.0,11.0,2.0,7.0,1.0,2.0,3.0,0.0,1.0,,1.0,1.0,,,,,,
LOCAL-170309,Cimo de Vila da Castanheira,4,6,61.0,83.0,41.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,,3.0,0.0,,,,,,
LOCAL-170310,Curalha,4,4,106.0,70.0,56.0,5.0,6.0,6.0,2.0,1.0,6.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170355,"Eiras, São Julião de Montenegro e Cela",9,5,232.0,130.0,123.0,11.0,11.0,14.0,8.0,1.0,1.0,0.0,0.0,,2.0,1.0,,,,,,
LOCAL-170312,Ervededo,6,2,134.0,135.0,61.0,12.0,7.0,19.0,3.0,4.0,6.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170313,Faiões,13,9,132.0,189.0,121.0,8.0,6.0,10.0,9.0,2.0,9.0,1.0,0.0,,1.0,0.0,,,,,,
LOCAL-170314,Lama de Arcos,6,8,78.0,71.0,22.0,0.0,4.0,6.0,5.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,
LOCAL-170357,Loivos e Póvoa de Agrações,12,4,136.0,112.0,88.0,8.0,1.0,6.0,4.0,2.0,1.0,1.0,0.0,,1.0,1.0,,,,,,
LOCAL-170354,Madalena e Samaiões,22,16,563.0,459.0,304.0,31.0,29.0,40.0,21.0,25.0,32.0,1.0,1.0,,3.0,8.0,,,,,,
LOCAL-170316,Mairos,1,1,76.0,41.0,13.0,7.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,,2.0,1.0,,,,,,
LOCAL-170317,Moreiras,1,1,75.0,23.0,25.0,4.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,,1.0,0.0,,,,,,
LOCAL-170318,Nogueira da Montanha,5,2,172.0,50.0,37.0,5.0,1.0,10.0,0.0,2.0,4.0,0.0,1.0,,0.0,2.0,,,,,,
LOCAL-170320,Oura,4,4,126.0,66.0,78.0,4.0,4.0,11.0,2.0,2.0,3.0,0.0,1.0,,0.0,0.0,,,,,,
LOCAL-170321,Outeiro Seco,9,6,147.0,185.0,136.0,16.0,19.0,13.0,6.0,3.0,8.0,1.0,1.0,,0.0,2.0,,,,,,
LOCAL-170322,Paradela,9,2,66.0,28.0,37.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170353,Planalto de Monforte (Oucidres e Bobadela),1,2,67.0,45.0,34.0,1.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170324,Redondelo,5,2,71.0,106.0,76.0,4.0,1.0,7.0,4.0,1.0,1.0,2.0,0.0,,1.0,0.0,,,,,,
LOCAL-170327,Sanfins,2,1,61.0,17.0,14.0,3.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,,0.0,2.0,,,,,,
LOCAL-170358,Santa Cruz/Trindade e Sanjurge,30,27,686.0,561.0,494.0,39.0,54.0,62.0,27.0,24.0,25.0,4.0,1.0,,5.0,8.0,,,,,,
LOCAL-170329,Santa Leocádia,1,0,72.0,33.0,33.0,2.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,,0.0,1.0,,,,,,
LOCAL-170350,Santa Maria Maior,81,99,2279.0,1937.0,1264.0,221.0,151.0,143.0,157.0,73.0,118.0,1.0,6.0,,8.0,7.0,,,,,,
LOCAL-170330,Santo António de Monforte,4,7,80.0,101.0,48.0,3.0,6.0,5.0,3.0,1.0,3.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170331,Santo Estêvão,5,0,101.0,87.0,74.0,1.0,2.0,10.0,5.0,2.0,2.0,0.0,0.0,,2.0,3.0,,,,,,
LOCAL-170333,São Pedro de Agostém,11,13,260.0,214.0,182.0,15.0,13.0,25.0,9.0,5.0,10.0,0.0,0.0,,3.0,0.0,,,,,,
LOCAL-170334,São Vicente,2,2,53.0,34.0,19.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170359,Soutelo e Seara Velha,5,8,164.0,72.0,46.0,7.0,3.0,12.0,6.0,1.0,4.0,1.0,0.0,,0.0,1.0,,,,,,
LOCAL-170360,Travancas e Roriz,2,1,87.0,105.0,39.0,5.0,0.0,6.0,0.0,2.0,6.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170340,Tronco,1,0,46.0,37.0,22.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170341,Vale de Anta,8,12,332.0,266.0,241.0,43.0,26.0,32.0,13.0,5.0,15.0,0.0,1.0,,3.0,5.0,,,,,,
LOCAL-170361,"Vidago, Arcossó, Selhariz, Vilarinho Paranheiras",9,11,365.0,329.0,204.0,20.0,13.0,25.0,8.0,9.0,14.0,0.0,0.0,,3.0,3.0,,,,,,
LOCAL-170344,Vilar de Nantes,9,18,389.0,329.0,264.0,37.0,32.0,35.0,18.0,12.0,16.0,1.0,0.0,,1.0,1.0,,,,,,
LOCAL-170345,Vilarelho da Raia,3,1,111.0,84.0,84.0,4.0,2.0,9.0,3.0,5.0,5.0,1.0,0.0,,0.0,0.0,,,,,,
LOCAL-170347,Vilas Boas,0,2,47.0,15.0,30.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170343,Vila Verde da Raia,11,9,188.0,127.0,94.0,13.0,10.0,13.0,1.0,5.0,6.0,1.0,0.0,,4.0,0.0,,,,,,
LOCAL-170349,Vilela do Tâmega,19,6,79.0,51.0,47.0,4.0,13.0,9.0,3.0,2.0,1.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170348,Vilela Seca,4,2,52.0,46.0,30.0,3.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170401,Barqueiros,1,3,57.0,146.0,54.0,10.0,6.0,4.0,3.0,7.0,3.0,0.0,0.0,,2.0,0.0,,,,,,
LOCAL-170402,Cidadelhe,1,2,19.0,40.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,0.0,,,,,,
LOCAL-170408,Mesão Frio (Santo André),13,10,342.0,318.0,144.0,31.0,25.0,20.0,10.0,15.0,9.0,1.0,2.0,,9.0,3.0,,,,,,
LOCAL-170403,Oliveira,0,4,70.0,67.0,24.0,3.0,6.0,4.0,0.0,1.0,2.0,1.0,1.0,,0.0,0.0,,,,,,
LOCAL-170407,Vila Marim,7,5,183.0,174.0,85.0,12.0,8.0,14.0,7.0,6.0,9.0,0.0,1.0,,3.0,2.0,,,,,,
LOCAL-170501,Atei,5,4,247.0,224.0,115.0,11.0,4.0,21.0,7.0,4.0,10.0,0.0,1.0,,1.0,0.0,,,,,,
LOCAL-170502,Bilhó,2,3,160.0,58.0,44.0,4.0,2.0,9.0,4.0,3.0,5.0,0.0,0.0,,2.0,0.0,,,,,,
LOCAL-170509,Campanhó e Paradança,3,6,219.0,84.0,64.0,8.0,3.0,13.0,3.0,5.0,10.0,0.0,0.0,,0.0,2.0,,,,,,
LOCAL-170510,Ermelo e Pardelhas,1,0,103.0,71.0,47.0,3.0,1.0,8.0,2.0,1.0,3.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170505,São Cristóvão de Mondim de Basto,11,14,775.0,522.0,259.0,54.0,39.0,46.0,32.0,24.0,36.0,7.0,2.0,,4.0,8.0,,,,,,
LOCAL-170508,Vilar de Ferreiros,5,1,297.0,160.0,103.0,14.0,9.0,21.0,5.0,4.0,6.0,1.0,0.0,,2.0,3.0,,,,,,
LOCAL-170601,Cabril,3,4,96.0,124.0,48.0,14.0,12.0,10.0,1.0,2.0,1.0,0.0,1.0,,1.0,1.0,,,,,,
LOCAL-170636,"Cambeses do Rio, Donões e Mourilhe",2,1,60.0,65.0,29.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170603,Cervos,0,1,75.0,27.0,30.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,,0.0,1.0,,,,,,
LOCAL-170604,Chã,4,8,153.0,109.0,67.0,7.0,2.0,11.0,2.0,3.0,3.0,0.0,1.0,,1.0,1.0,,,,,,
LOCAL-170607,Covelo do Gerês,1,0,42.0,33.0,12.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170609,Ferral,0,2,62.0,87.0,23.0,6.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,,,,,
LOCAL-170612,Gralhas,0,3,41.0,57.0,8.0,2.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,,1.0,2.0,,,,,,
LOCAL-170637,Meixedo e Padornelos,4,3,61.0,56.0,25.0,3.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,,,,,
LOCAL-170638,Montalegre e Padroso,8,21,462.0,363.0,119.0,31.0,11.0,26.0,21.0,5.0,11.0,2.0,0.0,,4.0,2.0,,,,,,
LOCAL-170616,Morgade,1,2,64.0,35.0,22.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170618,Negrões,1,0,21.0,59.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,,,
LOCAL-170619,Outeiro,0,0,40.0,29.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170639,"Paradela, Contim e Fiães",3,3,66.0,65.0,19.0,10.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170623,Pitões das Junias,0,0,24.0,61.0,10.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170625,Reigoso,1,0,39.0,33.0,7.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170626,Salto,5,9,332.0,312.0,122.0,10.0,9.0,17.0,9.0,4.0,8.0,0.0,2.0,,1.0,1.0,,,,,,
LOCAL-170627,Santo André,0,2,36.0,56.0,11.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170629,Sarraquinhos,3,1,67.0,27.0,28.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170640,Sezelhe e Covelães,1,4,70.0,61.0,19.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-170631,Solveira,1,0,40.0,33.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170632,Tourém,0,1,31.0,33.0,8.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170641,Venda Nova e Pondras,3,0,90.0,82.0,33.0,7.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170642,Viade de Baixo e Fervidelas,6,5,169.0,134.0,65.0,6.0,7.0,13.0,5.0,2.0,4.0,1.0,0.0,,1.0,3.0,,,,,,
LOCAL-170635,Vila da Ponte,0,0,58.0,54.0,7.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170643,Vilar de Perdizes e Meixide,4,2,101.0,138.0,33.0,3.0,4.0,11.0,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170701,Candedo,7,4,193.0,186.0,104.0,7.0,5.0,8.0,2.0,4.0,7.0,2.0,0.0,,2.0,1.0,,,,,,
LOCAL-170710,Carva e Vilares,1,7,100.0,91.0,52.0,9.0,2.0,8.0,7.0,3.0,2.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170703,Fiolhoso,4,1,111.0,63.0,38.0,4.0,4.0,9.0,1.0,0.0,1.0,0.0,0.0,,0.0,2.0,,,,,,
LOCAL-170704,Jou,7,2,127.0,116.0,45.0,1.0,1.0,10.0,3.0,0.0,0.0,1.0,0.0,,0.0,2.0,,,,,,
LOCAL-170705,Murça,19,13,519.0,284.0,223.0,28.0,35.0,38.0,9.0,5.0,8.0,2.0,2.0,,2.0,2.0,,,,,,
LOCAL-170711,Noura e Palheiros,7,10,230.0,137.0,110.0,6.0,4.0,16.0,1.0,5.0,9.0,0.0,2.0,,3.0,3.0,,,,,,
LOCAL-170708,Valongo de Milhais,2,0,90.0,36.0,36.0,3.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,,1.0,2.0,,,,,,
LOCAL-170802,Fontelas,1,6,107.0,138.0,56.0,14.0,12.0,12.0,2.0,5.0,6.0,0.0,2.0,,2.0,0.0,,,,,,
LOCAL-170813,Galafura e Covelinhas,2,3,162.0,96.0,111.0,5.0,12.0,23.0,1.0,0.0,5.0,0.0,1.0,,1.0,2.0,,,,,,
LOCAL-170805,Loureiro,7,6,150.0,187.0,59.0,16.0,3.0,14.0,3.0,6.0,9.0,1.0,0.0,,1.0,1.0,,,,,,
LOCAL-170814,Moura Morta e Vinhós,5,3,158.0,99.0,74.0,7.0,2.0,12.0,2.0,3.0,1.0,0.0,1.0,,2.0,1.0,,,,,,
LOCAL-170815,Peso da Régua e Godim,47,64,1664.0,1869.0,889.0,168.0,151.0,96.0,82.0,47.0,126.0,6.0,6.0,,10.0,7.0,,,,,,
LOCAL-170816,Poiares e Canelas,10,12,214.0,204.0,133.0,7.0,11.0,18.0,3.0,2.0,8.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170809,Sedielos,0,2,160.0,142.0,61.0,9.0,8.0,14.0,2.0,2.0,2.0,0.0,0.0,,2.0,0.0,,,,,,
LOCAL-170810,Vilarinho dos Freires,3,5,131.0,159.0,83.0,12.0,4.0,13.0,5.0,3.0,9.0,0.0,1.0,,1.0,1.0,,,,,,
LOCAL-170901,Alvadia,0,1,66.0,34.0,13.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-170902,Canedo,3,1,76.0,81.0,14.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-170908,Cerva e Limões,20,18,560.0,493.0,162.0,34.0,19.0,35.0,14.0,4.0,11.0,1.0,0.0,,6.0,5.0,,,,,,
LOCAL-170909,Salvador e Santo Aleixo de Além-Tâmega,18,6,735.0,629.0,187.0,30.0,18.0,22.0,13.0,5.0,15.0,2.0,0.0,,2.0,9.0,,,,,,
LOCAL-170906,Santa Marinha,3,4,100.0,191.0,32.0,9.0,1.0,9.0,5.0,2.0,0.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171001,Celeirós,4,5,36.0,46.0,23.0,2.0,5.0,3.0,4.0,1.0,3.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171002,Covas do Douro,2,2,95.0,93.0,39.0,9.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,,1.0,0.0,,,,,,
LOCAL-171004,Gouvinhas,4,1,65.0,21.0,30.0,1.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171007,Paços,10,3,140.0,105.0,94.0,13.0,12.0,9.0,3.0,2.0,5.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171005,Parada de Pinhão,2,1,84.0,59.0,22.0,4.0,4.0,11.0,0.0,1.0,2.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171016,"Provesende, Gouvães e S.Cristóvão do Douro",2,3,115.0,107.0,52.0,5.0,5.0,13.0,2.0,3.0,4.0,0.0,0.0,,2.0,2.0,,,,,,
LOCAL-171009,Sabrosa,13,8,263.0,243.0,140.0,15.0,19.0,10.0,14.0,7.0,24.0,0.0,1.0,,1.0,2.0,,,,,,
LOCAL-171011,São Lourenço de Ribapinhão,3,1,71.0,73.0,40.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,,0.0,3.0,,,,,,
LOCAL-171017,São Martinho de Antas e Paradela de Guiães,8,13,190.0,224.0,111.0,8.0,13.0,21.0,14.0,5.0,9.0,1.0,2.0,,0.0,1.0,,,,,,
LOCAL-171013,Souto Maior,4,4,105.0,95.0,42.0,9.0,7.0,6.0,1.0,2.0,2.0,0.0,1.0,,0.0,0.0,,,,,,
LOCAL-171014,Torre do Pinhão,2,3,93.0,30.0,26.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-171015,Vilarinho de São Romão,3,4,52.0,50.0,30.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171101,Alvações do Corgo,2,2,87.0,127.0,27.0,7.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171102,Cumieira,5,13,213.0,225.0,102.0,16.0,12.0,13.0,9.0,9.0,5.0,2.0,1.0,,1.0,2.0,,,,,,
LOCAL-171103,Fontes,1,7,139.0,183.0,58.0,9.0,12.0,9.0,2.0,2.0,4.0,0.0,1.0,,3.0,0.0,,,,,,
LOCAL-171111,Lobrigos (S.Miguel e S.João Baptista) e Sanhoane,12,19,500.0,588.0,287.0,50.0,22.0,26.0,7.0,12.0,30.0,3.0,3.0,,3.0,2.0,,,,,,
LOCAL-171112,Louredo e Fornelos,6,5,142.0,158.0,36.0,9.0,5.0,4.0,2.0,1.0,4.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171106,Medrões,4,3,92.0,121.0,52.0,4.0,2.0,11.0,0.0,2.0,4.0,0.0,0.0,,2.0,2.0,,,,,,
LOCAL-171110,Sever,3,0,147.0,159.0,54.0,4.0,6.0,7.0,4.0,4.0,4.0,1.0,2.0,,2.0,1.0,,,,,,
LOCAL-171201,Água Revés e Crasto,0,0,100.0,35.0,37.0,1.0,3.0,11.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,,,,,,
LOCAL-171203,Algeriz,25,0,176.0,66.0,10.0,4.0,3.0,11.0,1.0,1.0,3.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-171205,Bouçoães,2,3,95.0,36.0,24.0,3.0,3.0,11.0,3.0,0.0,3.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171206,Canaveses,0,0,95.0,8.0,21.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171232,Carrazedo de Montenegro e Curros,33,10,578.0,141.0,223.0,16.0,11.0,28.0,5.0,9.0,8.0,1.0,4.0,,3.0,2.0,,,,,,
LOCAL-171209,Ervões,33,7,160.0,58.0,39.0,7.0,3.0,11.0,3.0,3.0,2.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-171211,Fornos do Pinhal,0,2,155.0,28.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,,,,,,
LOCAL-171212,Friões,8,0,195.0,54.0,34.0,2.0,2.0,13.0,3.0,1.0,1.0,2.0,0.0,,0.0,2.0,,,,,,
LOCAL-171233,"Lebução, Fiães e Nozelos",3,5,163.0,75.0,74.0,2.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-171215,Padrela e Tazem,10,1,103.0,40.0,18.0,1.0,2.0,12.0,0.0,0.0,2.0,0.0,0.0,,2.0,3.0,,,,,,
LOCAL-171216,Possacos,2,2,128.0,68.0,45.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171217,Rio Torto,3,0,128.0,37.0,23.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171219,Santa Maria de Emeres,4,3,101.0,44.0,23.0,1.0,1.0,14.0,3.0,2.0,3.0,1.0,0.0,,0.0,0.0,,,,,,
LOCAL-171220,Santa Valha,4,1,127.0,31.0,28.0,2.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,,0.0,2.0,,,,,,
LOCAL-171221,Santiago da Ribeira de Alhariz,4,0,216.0,24.0,38.0,0.0,2.0,11.0,7.0,2.0,1.0,0.0,0.0,,1.0,2.0,,,,,,
LOCAL-171222,São João da Corveira,5,3,177.0,97.0,49.0,2.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,,1.0,2.0,,,,,,
LOCAL-171223,São Pedro de Veiga de Lila,3,1,85.0,43.0,20.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,,,,,,
LOCAL-171224,Serapicos,0,0,88.0,21.0,27.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,,2.0,1.0,,,,,,
LOCAL-171234,Sonim e Barreiros,5,4,118.0,48.0,48.0,5.0,2.0,5.0,1.0,5.0,5.0,0.0,0.0,,0.0,3.0,,,,,,
LOCAL-171235,Tinhela e Alvarelhos,1,1,94.0,19.0,29.0,3.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,,4.0,1.0,,,,,,
LOCAL-171227,Vales,1,1,87.0,33.0,10.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,,,,,,
LOCAL-171236,Valpaços e Sanfins,53,35,1179.0,575.0,514.0,46.0,52.0,60.0,29.0,29.0,24.0,3.0,0.0,,7.0,7.0,,,,,,
LOCAL-171229,Vassal,3,1,144.0,43.0,31.0,3.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-171230,Veiga de Lila,2,0,134.0,17.0,23.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171231,Vilarandelo,11,5,241.0,108.0,130.0,9.0,7.0,10.0,4.0,4.0,4.0,0.0,2.0,,3.0,0.0,,,,,,
LOCAL-171302,Alfarela de Jales,5,2,96.0,60.0,37.0,4.0,0.0,10.0,1.0,2.0,2.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171319,Alvão,8,41,269.0,139.0,69.0,5.0,5.0,15.0,3.0,2.0,9.0,0.0,2.0,,2.0,1.0,,,,,,
LOCAL-171303,Bornes de Aguiar,12,17,469.0,366.0,206.0,23.0,27.0,34.0,11.0,12.0,14.0,2.0,4.0,,8.0,1.0,,,,,,
LOCAL-171304,Bragado,1,3,148.0,97.0,42.0,3.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,
LOCAL-171305,Capeludos,5,2,122.0,62.0,40.0,4.0,3.0,9.0,1.0,1.0,1.0,0.0,1.0,,0.0,2.0,,,,,,
LOCAL-171320,Pensalvos e Parada de Monteiros,3,0,73.0,61.0,15.0,6.0,1.0,4.0,3.0,1.0,6.0,0.0,0.0,,1.0,1.0,,,,,,
LOCAL-171317,Sabroso de Aguiar,5,7,142.0,116.0,66.0,9.0,2.0,6.0,3.0,6.0,4.0,0.0,1.0,,2.0,2.0,,,,,,
LOCAL-171310,Soutelo de Aguiar,4,9,124.0,167.0,43.0,5.0,8.0,9.0,0.0,1.0,10.0,0.0,0.0,,1.0,1.0,,,,,,
LOCAL-171311,Telões,9,11,383.0,219.0,128.0,15.0,14.0,10.0,7.0,6.0,8.0,1.0,0.0,,3.0,3.0,,,,,,
LOCAL-171312,Tresminas,2,1,121.0,61.0,27.0,0.0,0.0,14.0,4.0,2.0,11.0,0.0,0.0,,1.0,0.0,,,,,,
LOCAL-171313,Valoura,0,7,113.0,61.0,25.0,6.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,
LOCAL-171314,Vila Pouca de Aguiar,24,30,803.0,709.0,224.0,44.0,59.0,40.0,25.0,16.0,43.0,0.0,2.0,,3.0,4.0,,,,,,
LOCAL-171315,Vreia de Bornes,4,8,181.0,67.0,65.0,7.0,6.0,19.0,7.0,5.0,2.0,0.0,1.0,,0.0,1.0,,,,,,
LOCAL-171316,Vreia de Jales,9,5,180.0,178.0,104.0,9.0,3.0,18.0,3.0,9.0,9.0,1.0,0.0,,1.0,4.0,,,,,,
LOCAL-171401,Abaças,6,2,193.0,171.0,116.0,11.0,14.0,13.0,6.0,5.0,15.0,0.0,0.0,,1.0,1.0,,,,,,
LOCAL-171431,Adoufe e Vilarinho de Samardã,20,20,580.0,425.0,388.0,45.0,25.0,39.0,37.0,17.0,24.0,1.0,1.0,,9.0,4.0,,,,,,
LOCAL-171403,Andrães,14,14,375.0,219.0,225.0,25.0,21.0,37.0,16.0,12.0,6.0,1.0,1.0,,5.0,5.0,,,,,,
LOCAL-171404,Arroios,9,14,307.0,187.0,129.0,22.0,29.0,19.0,19.0,12.0,9.0,3.0,0.0,,1.0,2.0,,,,,,
LOCAL-171432,Borbela e Lamas de Olo,17,24,670.0,445.0,344.0,52.0,37.0,42.0,32.0,20.0,22.0,2.0,1.0,,6.0,3.0,,,,,,
LOCAL-171406,Campeã,16,12,400.0,221.0,122.0,15.0,11.0,26.0,10.0,11.0,9.0,0.0,0.0,,2.0,4.0,,,,,,
